year,category,occupation,count_all,avg_salary
2010,"Production","Electrical, Electronics, and Electromechanical Assemblers",198828,24130.941028225807
2010,"Production","Medical, Dental, and Ophthalmic Laboratory Technicians",103480,33685.38957055215
2010,"Social Service","Health Technologists and Technicians, nec",148431,43877.58403361344
2010,"Management in Business, Science, and Arts","Administrative Services Managers",144339,66942.77312626604
2010,"Corporate","Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",258684,17273.53356752537
2010,"Social Service","Medical Records and Health Information Technicians",134240,28941.982496194825
2010,"Social Service","Occupational Therapists",92053,53764.94964028777
2010,"Arts, Design, Entertainment, Sports, and Media","Broadcast and Sound Engineering Technicians and Radio Operators, and media and communication equipment workers, all other",98668,42580.5363540569
2010,"Transportation and Material Moving","Flight Attendants and Transportation Workers and Attendants",148111,34658.122463261025
2010,"Social Service","Residential Advisors",90207,14869.746566791511
2010,"Production","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",63493,26080.849397590362
2010,"Production","Metal Furnace Operators, Tenders, Pourers, and Casters",28159,33920.01090909091
2010,"Construction","Highway Maintenance Workers",136802,33706.32266325224
2010,"Management in Business, Science, and Arts","Gaming Managers",19282,57858.54337899543
2010,"Production","Upholsterers",48852,24641.140127388535
2010,"Social Service","Gaming Services Workers",139364,30346.89704769114
2010,"Production","Tire Builders",18026,39640.0
2010,"Production","Bakers",237010,18991.64944134078
2010,"Corporate","Meter Readers, Utilities",44143,36847.97757847534
2010,"Production","Woodworking Machine Setters, Operators, and Tenders, Except Sawing",30549,20278.196825396826
2010,"Life, Physical, and Social Science","Biological Technicians",27336,41464.48620689655
2010,"Corporate","Telephone Operators",70584,25246.00925925926
2010,"Computer and Mathematical","Mathematical science occupations, nec",47906,80417.61649484537
2010,"Installation, Maintenance, and Repair","Home Appliance Repairers",44493,35032.33256351039
2010,"Production","Engine and Other Machine Assemblers",19529,33096.43298969072
2010,"Community and Social Services","Community and Social Service Specialists, nec",118125,39533.1146179402
2010,"Architecture and Engineering","Petroleum, mining and geological engineers, including mining safety engineers",37812,116821.72351421189
2010,"Military","Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members",18184,16805.697674418603
2010,"Production","Tailors, Dressmakers, and Sewers",109858,20848.69622475856
2010,"Financial Specialists","Budget Analysts",58174,70498.23794212218
2010,"Transportation and Material Moving","Locomotive Engineers and Operators",59808,62235.96661101836
2010,"Extraction","Explosives Workers, Ordnance Handling Experts, and Blasters",11855,43976.01851851852
2010,"Life, Physical, and Social Science","Medical Scientists, and Life Scientists, All Other",144293,80519.01859229748
2010,"Architecture and Engineering","Materials Engineers",38667,77827.5516372796
2010,"Construction","Construction and Building Inspectors",120591,49711.05058365759
2010,"Financial Specialists","Financial Examiners",16915,84104.92810457517
2010,"Production","Stationary Engineers and Boiler Operators",109404,53712.75157515752
2010,"Corporate","Library Assistants, Clerical",158814,17689.43671265747
2010,"Corporate","Postal Service Mail Sorters, Processors, and Processing Machine Operators",102331,42555.34255725191
2010,"Production","Food Cooking Machine Operators and Tenders",14356,21640.298507462685
2010,"Social Service","Veterinarians",82258,97818.92107995847
2010,"Construction","Fence Erectors",39316,20870.607954545456
2010,"Installation, Maintenance, and Repair","Electric Motor, Power Tool, and Related Repairers",37570,37976.60686015831
2010,"Production","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",11016,22393.92156862745
2010,"Production","Cabinetmakers and Bench Carpenters",79088,27823.92229299363
2010,"Production","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",18763,17575.284974093265
2010,"Social Service","Dentists",177562,163827.20568475453
2010,"Social Service","Personal Care and Service Workers, All Other",139088,17926.597628458498
2010,"Farming, Fisheries, and Forestry","Agricultural Inspectors",21946,41077.9670781893
2010,"Financial Specialists","Financial Analysts",93830,119280.32406417112
2010,"Social Service","First-Line Supervisors of Police and Detectives",132221,77533.4433427762
2010,"Production","Helpers--Production Workers",85916,16901.583673469388
2010,"Production","Molders, Shapers, and Casters, Except Metal and Plastic",48530,29234.502283105023
2010,"Production","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",9790,35702.448979591834
2010,"Production","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",41199,26343.725190839694
2010,"Social Service","Dieticians and Nutritionists",101852,40272.18984962406
2010,"Production","Forging Machine Setters, Operators, and Tenders, Metal and Plastic",9666,33988.958333333336
2010,"Education, Training, and Library","Archivists, Curators, and Museum Technicians",55085,45375.93169877408
2010,"Transportation and Material Moving","Transportation workers, nec",26942,35320.1231884058
2010,"Construction","Hazardous Materials Removal Workers",48196,29835.85202863962
2010,"Installation, Maintenance, and Repair","Electrical and electronics repairers, transportation equipment, and industrial and utility",21226,54040.0
2010,"Social Service","First-Line Supervisors of Gaming Workers",95502,40810.988974641674
2010,"Corporate","Reservation and Transportation Ticket Agents and Travel Clerks",144580,34234.09530483532
2010,"Construction","Paving, Surfacing, and Tamping Equipment Operators",21027,30225.834821428572
2010,"Production","Prepress Technicians and Workers",48052,26722.36929460581
2010,"Installation, Maintenance, and Repair","Manufactured Building and Mobile Home Installers",12773,22838.947368421053
2010,"Arts, Design, Entertainment, Sports, and Media","Actors, Producers, and Directors",236351,57300.48763250883
2010,"Installation, Maintenance, and Repair","Security and Fire Alarm Systems Installers",63637,39566.86324786325
2010,"Production","Computer Control Programmers and Operators",83102,35873.1196013289
2010,"Production","Woodworkers including model makers and patternmakers, nec",40533,27172.555023923444
2010,"Transportation and Material Moving","Air Traffic Controllers and Airfield Operations Specialists",40095,87941.21445783133
2010,"Production","Etchers, Engravers, and Lithographers",11687,29333.03361344538
2010,"Transportation and Material Moving","Pumping Station Operators",25772,48060.73578595318
2010,"Social Service","Recreational Therapists",15652,33965.527950310556
2010,"Corporate","Proofreaders and Copy Markers",17801,25777.042553191488
2010,"Life, Physical, and Social Science","Agricultural and Food Scientists",35593,53186.3807106599
2010,"Extraction","Earth Drillers, Except Oil and Gas",30703,43956.477611940296
2010,"Life, Physical, and Social Science","Agricultural and Food Science Technicians",35949,35245.12010443864
2010,"Social Service","Opticians, Dispensing",58112,34616.57534246575
2010,"Production","Textile Knitting and Weaving Machine Setters, Operators, and Tenders",14695,20935.26627218935
2010,"Corporate","Office Machine Operators, Except Computer",57391,22205.03886925795
2010,"Arts, Design, Entertainment, Sports, and Media","Television, Video, and Motion Picture Camera Operators and Editors",55101,43171.364503816796
2010,"Social Service","Optometrists",36585,110181.14769975787
2010,"Social Service","Audiologists",15392,67829.52694610778
2010,"Production","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",16434,39647.34426229508
2010,"Life, Physical, and Social Science","Astronomers and Physicists",15673,98124.96855345913
2010,"Installation, Maintenance, and Repair","Riggers",14679,41114.36301369863
2010,"Computer and Mathematical","Actuaries",28486,129477.93031358885
2010,"Business Operations Specialists","Agents and Business Managers of Artists, Performers, and Athletes",53309,58395.00216450216
2010,"Production","Tool Grinders, Filers, and Sharpeners",9070,31812.164948453606
2010,"Corporate","Sales Engineers",37411,97272.71392405064
2010,"Extraction","Extraction workers, nec",93147,39185.65878378379
2010,"Production","Textile, Apparel, and Furnishings workers, nec",31774,27346.624203821655
2010,"Corporate","New Account Clerks",19964,32649.590476190475
2010,"Social Service","Health Diagnosing and Treating Practitioners, nec",23079,44758.51821862348
2010,"Production","Adhesive Bonding Machine Operators and Tenders",19642,25806.009950248757
2010,"Arts, Design, Entertainment, Sports, and Media","Entertainers and Performers, Sports and Related Workers, All Other",56053,27627.954887218046
2010,"Production","Shoe and Leather Workers and Repairers",12805,24794.492753623188
2010,"Production","Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",6365,27926.923076923078
2010,"Social Service","Crossing Guards",93081,19208.855485232067
2010,"Production","Furniture Finishers",20291,24304.69483568075
2010,"Architecture and Engineering","Marine Engineers and Naval Architects",11214,76002.37704918033
2010,"Transportation and Material Moving","Subway, Streetcar, and Other Rail Transportation Workers",13697,47342.16393442623
2010,"Education, Training, and Library","Library Technicians",74832,17854.03010471204
2010,"Extraction","Derrick, rotary drill, and service unit operators, and roustabouts, oil, gas, and mining",49193,46193.848178137654
2010,"Corporate","Communications Equipment Operators, All Other",12832,43848.68992248062
2010,"Life, Physical, and Social Science","Geological and Petroleum Technicians, and Nuclear Technicians",20008,61506.14410480349
2010,"Social Service","Animal Control",10706,40601.94827586207
2010,"Life, Physical, and Social Science","Urban and Regional Planners",22829,68075.016
2010,"Corporate","Cargo and Freight Agents",22649,34788.03141361257
2010,"Military","Military Officer Special and Tactical Operations Leaders",7723,29510.95890410959
2010,"Corporate","Gaming Cage Workers",15879,21630.13157894737
2010,"Production","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",20981,29081.91176470588
2010,"Installation, Maintenance, and Repair","Locksmiths and Safe Repairers",31650,38627.77631578947
2010,"Production","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",13514,35666.77165354331
2010,"Construction","Reinforcing Iron and Rebar Workers",11346,32533.775510204083
2010,"Construction","Paperhangers",8270,20642.0
